# AlbedoPhotons spectrum 
# Format: DP <energy in keV> <shape of differential spectrum [XX/keV]>
# Although cosima doesn't use it the spectrum here is given as a flux in #/cm^2/s/keV
# Integrated over 4.262737707973614 sr
# Integral Flux: 2.800180476509117 #/cm^2/s

IP LOGLOG

DP 10.0 0.004138757734398159
DP 11.768119524349984 0.004766337963669833
DP 13.848863713938732 0.005479543958541774
DP 16.297508346206442 0.006272532123768242
DP 19.179102616724887 0.007126963933615421
DP 22.570197196339205 0.007984243395094062
DP 26.560877829466868 0.00869023392713517
DP 31.25715849688235 0.00895281503247434
DP 36.783797718286344 0.008483126902775208
DP 43.28761281083057 0.007327933398153226
DP 50.9413801481638 0.005844740293413504
DP 59.94842503189409 0.0043921814528898664
DP 70.54802310718642 0.0031792647805445927
DP 83.02175681319744 0.002245976488555898
DP 97.70099572992251 0.0015581916408015737
DP 114.97569953977356 0.0010714803689172488
DP 135.30477745798075 0.0007409447064119132
DP 159.22827933410923 0.0005224375255715781
DP 187.3817422860383 0.00037833062107869083
DP 220.51307399030455 0.00028133367041998866
DP 259.5024211399737 0.00021383724824791816
DP 305.3855508833416 0.00016517558040557223
DP 359.38136638046257 0.00012900276897448855
DP 422.9242874389499 0.00010148101198033423
DP 497.70235643321087 8.019777713996969e-05
DP 585.7020818056661 6.356014457693306e-05
DP 689.2612104349695 5.046352927949841e-05
DP 811.1308307896873 4.010918680984384e-05
DP 954.5484566618337 3.190068996600486e-05
DP 1123.3240329780276 2.5357264122829444e-05
DP 1321.9411484660286 2.0188892501894615e-05
DP 1555.6761439304723 1.6073949394144362e-05
DP 1830.7382802953678 1.2797722760846575e-05
DP 2154.4346900318824 1.0282826190882136e-05
DP 2535.3644939701117 8.267325183154491e-06
DP 2983.6472402833374 6.646875519944683e-06
DP 3511.191734215131 5.3440445608288165e-06
DP 4132.0124001153345 4.296576967994997e-06
DP 4862.601580065353 3.4544198559306135e-06
DP 5722.367659350214 2.7773310311757895e-06
DP 6734.150657750822 2.232956032686405e-06
DP 7924.82898353917 1.7952820848293844e-06
DP 9326.0334688322 1.4433950856756427e-06
DP 10974.987654930545 1.160480233695753e-06
DP 12915.496650148827 9.330185381420762e-07
DP 15199.11082952933 7.50140818637162e-07
DP 17886.495290574352 6.031083250566067e-07
DP 21049.04144512022 4.6851194696085525e-07
DP 24770.76355991709 3.3830352918362864e-07
DP 29150.53062825176 2.442825174480773e-07
DP 34304.692863149125 1.7639174050229866e-07
DP 40370.1725859655 1.273691070587705e-07
DP 47508.101621027934 9.197079969136728e-08
DP 55908.10182512223 6.641035798395473e-08
DP 65793.32246575682 4.7953651184474695e-08
DP 77426.36826811278 3.462641569373652e-08
DP 91116.27561154887 2.500307347156974e-08
DP 107226.72220103232 1.8054241841086493e-08
DP 126185.6883066021 1.303662323062294e-08
DP 148496.82622544636 9.413496659297585e-09
DP 174752.8400007683 6.797306157199737e-09
DP 205651.23083486516 4.800004405933146e-09
DP 242012.82647943834 3.0427189412920804e-09
DP 284803.5868435799 1.9287770953405656e-09
DP 335160.2650938841 1.2226502530432876e-09
DP 394420.6059437656 7.750370143227281e-10
DP 464158.8833612772 4.912953414724604e-10
DP 546227.7217684337 3.1143172273322197e-10
DP 642807.311728432 1.9741631914093607e-10
DP 756463.3275546291 1.251420462922497e-10
DP 890215.0854450375 7.932744272793154e-11
DP 1047615.7527896641 5.028560229115374e-11
DP 1232846.7394420658 3.1876002942090834e-11
DP 1450828.7784959401 2.0206172686986625e-11
DP 1707352.6474706887 1.280867665240421e-11
DP 2009233.0025650458 8.119409851995609e-12
DP 2364489.412645407 5.146887389987253e-12
DP 2782559.402207126 3.2626077865374533e-12
DP 3274549.162877725 2.0681644578979694e-12
DP 3853528.5937105273 1.311007790320946e-12
DP 4534878.5081285825 8.310467863030071e-13
DP 5336699.231206302 5.267998909872885e-13
DP 6280291.441834247 3.339380281810413e-13
DP 7390722.033525775 2.1168304810475514e-13
DP 8697490.026177835 1.3418571433447794e-13
DP 10235310.218990248 8.506021664306224e-14
DP 12045035.402587812 5.391960307585139e-14
DP 14174741.629268048 3.417959312350865e-14
DP 16681005.372000592 2.166641665453603e-14
DP 19630406.500402685 1.3734324131701957e-14
DP 23101297.00083158 8.706177046362588e-15
DP 27185882.427329402 5.518838643661596e-15
DP 31992671.377973843 3.4983873877797684e-15
DP 37649358.06792463 2.217624957930744e-15
DP 44306214.575838774 1.405750681361334e-15
DP 52140082.87999684 8.911042289097333e-16
DP 61359072.734131634 5.648702556642814e-16
DP 72208090.18385457 3.580708018012905e-16
DP 84975343.59086438 2.269807939379636e-16
DP 100000000.0 1.4388294314290162e-16
EN
