Short burst file
Filter : flnc_best_fitting_model != NULL AND t90<=2s AND trigger_time <= 11-07-2018 (10y data)
Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64 |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|trigger_name|lii     |bii     |error_radius|duration_energy_low|duration_energy_high|back_interval_low_start|back_interval_low_stop|back_interval_high_start|back_interval_high_stop|t50     |t50_error|t50_start|bcat_detector_mask|flu_low|flu_high|fluence_batse|fluence_batse_error|flux_64_time|flux_256|flux_256_error|flux_256_time|flux_batse_1024|flux_batse_1024_error|flux_batse_1024_time|flux_batse_64|flux_batse_64_error|flux_batse_64_time|flux_batse_256|flux_batse_256_error|flux_batse_256_time|actual_64ms_interval|actual_256ms_interval|actual_1024ms_interval|scat_detector_mask|pflx_spectrum_start|pflx_spectrum_stop|pflx_plaw_ampl|pflx_plaw_ampl_pos_err|pflx_plaw_ampl_neg_err|pflx_plaw_pivot|pflx_plaw_pivot_pos_err|pflx_plaw_pivot_neg_err|pflx_plaw_index|pflx_plaw_index_pos_err|pflx_plaw_index_neg_err|pflx_plaw_phtflux|pflx_plaw_phtflux_error|pflx_plaw_phtflnc|pflx_plaw_phtflnc_error|pflx_plaw_ergflux|pflx_plaw_ergflux_error|pflx_plaw_ergflnc|pflx_plaw_ergflnc_error|pflx_plaw_phtfluxb|pflx_plaw_phtfluxb_error|pflx_plaw_phtflncb|pflx_plaw_phtflncb_error|pflx_plaw_ergflncb|pflx_plaw_ergflncb_error|pflx_plaw_redchisq|pflx_plaw_redfitstat|pflx_plaw_dof|pflx_plaw_statistic|pflx_comp_ampl|pflx_comp_ampl_pos_err|pflx_comp_ampl_neg_err|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_comp_phtflux|pflx_comp_phtflux_error|pflx_comp_phtflnc|pflx_comp_phtflnc_error|pflx_comp_ergflux|pflx_comp_ergflux_error|pflx_comp_ergflnc|pflx_comp_ergflnc_error|pflx_comp_phtfluxb|pflx_comp_phtfluxb_error|pflx_comp_phtflncb|pflx_comp_phtflncb_error|pflx_comp_ergflncb|pflx_comp_ergflncb_error|pflx_comp_redchisq|pflx_comp_redfitstat|pflx_comp_dof|pflx_comp_statistic|pflx_band_ampl|pflx_band_ampl_pos_err|pflx_band_ampl_neg_err|pflx_band_epeak|pflx_band_epeak_pos_err|pflx_band_epeak_neg_err|pflx_band_alpha|pflx_band_alpha_pos_err|pflx_band_alpha_neg_err|pflx_band_beta|pflx_band_beta_pos_err|pflx_band_beta_neg_err|pflx_band_phtflux|pflx_band_phtflux_error|pflx_band_phtflnc|pflx_band_phtflnc_error|pflx_band_ergflux|pflx_band_ergflux_error|pflx_band_ergflnc|pflx_band_ergflnc_error|pflx_band_phtfluxb|pflx_band_phtfluxb_error|pflx_band_phtflncb|pflx_band_phtflncb_error|pflx_band_ergflncb|pflx_band_ergflncb_error|pflx_band_redchisq|pflx_band_redfitstat|pflx_band_dof|pflx_band_statistic|pflx_sbpl_ampl|pflx_sbpl_ampl_pos_err|pflx_sbpl_ampl_neg_err|pflx_sbpl_pivot|pflx_sbpl_pivot_pos_err|pflx_sbpl_pivot_neg_err|pflx_sbpl_indx1|pflx_sbpl_indx1_pos_err|pflx_sbpl_indx1_neg_err|pflx_sbpl_brken|pflx_sbpl_brken_pos_err|pflx_sbpl_brken_neg_err|pflx_sbpl_brksc|pflx_sbpl_brksc_pos_err|pflx_sbpl_brksc_neg_err|pflx_sbpl_indx2|pflx_sbpl_indx2_pos_err|pflx_sbpl_indx2_neg_err|pflx_sbpl_phtflux|pflx_sbpl_phtflux_error|pflx_sbpl_phtflnc|pflx_sbpl_phtflnc_error|pflx_sbpl_ergflux|pflx_sbpl_ergflux_error|pflx_sbpl_ergflnc|pflx_sbpl_ergflnc_error|pflx_sbpl_phtfluxb|pflx_sbpl_phtfluxb_error|pflx_sbpl_phtflncb|pflx_sbpl_phtflncb_error|pflx_sbpl_ergflncb|pflx_sbpl_ergflncb_error|pflx_sbpl_redchisq|pflx_sbpl_redfitstat|pflx_sbpl_dof|pflx_sbpl_statistic|flnc_plaw_ampl|flnc_plaw_ampl_pos_err|flnc_plaw_ampl_neg_err|flnc_plaw_pivot|flnc_plaw_pivot_pos_err|flnc_plaw_pivot_neg_err|flnc_plaw_index|flnc_plaw_index_pos_err|flnc_plaw_index_neg_err|flnc_plaw_phtflux|flnc_plaw_phtflux_error|flnc_plaw_phtflnc|flnc_plaw_phtflnc_error|flnc_plaw_ergflux|flnc_plaw_ergflux_error|flnc_plaw_ergflnc|flnc_plaw_ergflnc_error|flnc_plaw_phtfluxb|flnc_plaw_phtfluxb_error|flnc_plaw_phtflncb|flnc_plaw_phtflncb_error|flnc_plaw_ergflncb|flnc_plaw_ergflncb_error|flnc_plaw_redchisq|flnc_plaw_redfitstat|flnc_plaw_dof|flnc_plaw_statistic|flnc_comp_ampl|flnc_comp_ampl_pos_err|flnc_comp_ampl_neg_err|flnc_comp_epeak|flnc_comp_epeak_pos_err|flnc_comp_epeak_neg_err|flnc_comp_index|flnc_comp_index_pos_err|flnc_comp_index_neg_err|flnc_comp_pivot|flnc_comp_pivot_pos_err|flnc_comp_pivot_neg_err|flnc_comp_phtflux|flnc_comp_phtflux_error|flnc_comp_phtflnc|flnc_comp_phtflnc_error|flnc_comp_ergflux|flnc_comp_ergflux_error|flnc_comp_ergflnc|flnc_comp_ergflnc_error|flnc_comp_phtfluxb|flnc_comp_phtfluxb_error|flnc_comp_phtflncb|flnc_comp_phtflncb_error|flnc_comp_ergflncb|flnc_comp_ergflncb_error|flnc_comp_redchisq|flnc_comp_redfitstat|flnc_comp_dof|flnc_comp_statistic|flnc_band_phtflux|flnc_band_phtflux_error|flnc_band_phtflnc|flnc_band_phtflnc_error|flnc_band_ergflux|flnc_band_ergflux_error|flnc_band_ergflnc|flnc_band_ergflnc_error|flnc_band_phtfluxb|flnc_band_phtfluxb_error|flnc_band_phtflncb|flnc_band_phtflncb_error|flnc_band_ergflncb|flnc_band_ergflncb_error|flnc_band_redchisq|flnc_band_redfitstat|flnc_band_dof|flnc_band_statistic|flnc_sbpl_ampl|flnc_sbpl_ampl_pos_err|flnc_sbpl_ampl_neg_err|flnc_sbpl_pivot|flnc_sbpl_pivot_pos_err|flnc_sbpl_pivot_neg_err|flnc_sbpl_indx1|flnc_sbpl_indx1_pos_err|flnc_sbpl_indx1_neg_err|flnc_sbpl_brken|flnc_sbpl_brken_pos_err|flnc_sbpl_brken_neg_err|flnc_sbpl_brksc|flnc_sbpl_brksc_pos_err|flnc_sbpl_brksc_neg_err|flnc_sbpl_indx2|flnc_sbpl_indx2_pos_err|flnc_sbpl_indx2_neg_err|flnc_sbpl_phtflux|flnc_sbpl_phtflux_error|flnc_sbpl_phtflnc|flnc_sbpl_phtflnc_error|flnc_sbpl_ergflux|flnc_sbpl_ergflux_error|flnc_sbpl_ergflnc|flnc_sbpl_ergflnc_error|flnc_sbpl_phtfluxb|flnc_sbpl_phtfluxb_error|flnc_sbpl_phtflncb|flnc_sbpl_phtflncb_error|flnc_sbpl_ergflncb|flnc_sbpl_ergflncb_error|flnc_sbpl_redchisq|flnc_sbpl_redfitstat|flnc_sbpl_dof|flnc_sbpl_statistic|bcatalog|scatalog|last_modified         |
|GRB080723913|07 33 12.0|-19 42 00|2008-07-23 21:55:23.058|   0.192|    0.345|   -0.064|1.3352e-07|   1.3650e-08|   1.4095|         0.1272|        -0.768|  5.2574|       0.7021|  3.833610e-01|          2.732636e-01|          2.732636e-01|   9.777674e+01|           3.120048e+01|           3.120048e+01|   1.239788e+00|           9.590300e-01|           9.590300e-01| -1.665631e+00|          1.522570e-01|          1.522570e-01|             -0.064|             0.192|pflx_plaw              |                   1.026|flnc_comp              |                   1.189|bn080723913 |235.1298| -0.1072|      9.9000|              50.00|              300.00|                -12.750|                -0.750|                   0.440|                  4.690|   0.064|    0.143|   -0.064|11010000000000    |  10.00| 1000.00|   7.4547e-08|         5.1941e-09|       0.128|  4.1252|        0.3163|       -0.064|         0.6865|               0.1272|              -0.768|       2.6242|             0.6576|             0.000|        2.1410|              0.3163|             -0.064|               0.064|                0.256|                 1.024|11010000000010    |              0.128|             0.192|  1.078295e-02|          1.631589e-03|          1.631589e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.355328e+00|           8.623672e-02|           8.623672e-02|     5.520738e+00|           9.931977e-01|     3.518280e-01|           6.329493e-02|     1.119966e-06|           1.797812e-07|     7.137369e-08|           1.145718e-08|      1.826230e+00|            2.790592e-01|      1.163828e-01|            1.778401e-02|      2.371044e-08|            3.553325e-09|             1.026|               0.925|      478.000|Castor C-STAT      |  1.661629e-02|          6.783890e-03|          6.783890e-03|   5.923087e+02|           3.362666e+02|           3.362666e+02|  -9.052268e-01|           3.613194e-01|           3.613194e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     5.406520e+00|           9.561933e-01|     3.445490e-01|           6.093670e-02|     1.298320e-06|           3.191965e-07|     8.273993e-08|           2.034189e-08|      2.350370e+00|            4.540536e-01|      1.497854e-01|            2.893612e-02|      3.212131e-08|            6.596617e-09|             1.092|               0.923|      477.000|Castor C-STAT      |  1.599966e-01|          1.394933e-01|          1.394933e-01|   1.106176e+02|           4.630586e+01|           4.630586e+01|   5.568428e-01|           1.364550e+00|           1.364550e+00| -1.605261e+00|          2.862450e-01|          2.862450e-01|     4.759264e+00|           9.411945e-01|     3.033004e-01|           5.998085e-02|     1.171931e-06|           2.112532e-07|     7.468530e-08|           1.346284e-08|      2.497790e+00|            4.519252e-01|      1.591802e-01|            2.880048e-02|      3.128972e-08|            5.746375e-09|             1.037|               0.919|      476.000|Castor C-STAT      |  1.557421e-02|          3.157000e-03|          3.157000e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|   1.102165e-01|           1.050096e+00|           1.050096e+00|   5.121466e+01|           6.383103e+01|           6.383103e+01|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -1.623743e+00|           3.444812e-01|           3.444812e-01|     4.809528e+00|           9.597460e-01|     3.065037e-01|           6.116311e-02|     1.190967e-06|           2.172127e-07|     7.589846e-08|           1.384263e-08|      2.469759e+00|            4.544113e-01|      1.573938e-01|            2.895892e-02|      3.143520e-08|            6.010449e-09|             1.036|               0.920|      476.000|Castor C-STAT      |  9.207555e-03|          8.056304e-04|          8.056304e-04|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.361666e+00|           4.677463e-02|           4.677463e-02|     4.732178e+00|           4.862896e-01|     1.206413e+00|           1.239738e-01|     9.503202e-07|           8.787432e-08|     2.422729e-07|           2.240252e-08|      1.558358e+00|            1.356459e-01|      3.972849e-01|            3.458131e-02|      8.080345e-08|            6.915268e-09|             1.117|               1.134|      478.000|Castor C-STAT      |  2.102402e-02|          6.916160e-03|          6.916160e-03|   3.208395e+02|           9.172432e+01|           9.172432e+01|  -5.945316e-01|           3.251966e-01|           3.251966e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     4.394854e+00|           4.750127e-01|     1.120416e+00|           1.210988e-01|     9.170522e-07|           1.580260e-07|     2.337916e-07|           4.028685e-08|      2.230913e+00|            2.330319e-01|      5.687448e-01|            5.940871e-02|      1.208877e-07|            1.307805e-08|             1.189|               1.116|      477.000|Castor C-STAT      |     3.971305e+00|           4.496051e-01|     1.012437e+00|           1.146215e-01|     9.825978e-07|           1.061391e-07|     2.505017e-07|           2.705891e-08|      2.237087e+00|            2.236466e-01|      5.703189e-01|            5.701605e-02|      1.104135e-07|            1.112121e-08|             1.104|               1.098|      476.000|Castor C-STAT      |  1.418092e-02|          1.571420e-03|          1.571420e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|   1.743448e+00|           3.975172e+00|           3.975172e+00|   3.745167e+01|           2.803582e+01|           2.803582e+01|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -1.694703e+00|           1.831336e-01|           1.831336e-01|     3.928235e+00|           4.498971e-01|     1.001457e+00|           1.146959e-01|     9.893038e-07|           1.079519e-07|     2.522113e-07|           2.752106e-08|      2.232909e+00|            2.275879e-01|      5.692538e-01|            5.802084e-02|      1.112582e-07|            1.145769e-08|             1.108|               1.100|      476.000|Castor C-STAT      |       1|       3|2018-06-05 17:19:01.00|
|GRB080725541|23 39 12.0|+08 54 00|2008-07-25 12:59:23.762|   0.960|    1.292|   -0.128|4.9216e-07|   4.3882e-08|   1.6901|         0.1291|        -1.152|  6.2687|       0.7758|  1.210837e-02|          1.099287e-03|          1.099287e-03|   1.438778e+03|           4.211273e+02|           4.211273e+02|  -7.046824e-01|           1.152867e-01|           1.152867e-01| -3.175318e+00|          1.055728e+04|          1.055728e+04|             -0.064|             0.384|pflx_plaw              |                   0.846|flnc_comp              |                   0.999|bn080725541 | 94.5130|-49.9435|      3.5000|              50.00|              300.00|                -10.690|                -0.750|                   1.380|                 11.190|   0.316|    0.178|    0.004|00000011100000    |  10.00| 1000.00|   2.5689e-07|         2.1995e-08|       0.256|  5.1284|        0.3566|        0.128|         0.9176|               0.1291|              -1.152|       2.9929|             0.7758|             0.256|        2.3152|              0.3566|              0.128|               0.064|                0.256|                 1.024|00000011100001    |              0.256|             0.320|  1.309636e-02|          1.976379e-03|          1.976379e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.398116e+00|           1.292793e-01|           1.292793e-01|     6.896668e+00|           1.122778e+00|     4.393545e-01|           7.152693e-02|     1.304062e-06|           2.101157e-07|     8.307570e-08|           1.338549e-08|      2.203464e+00|            3.035191e-01|      1.403724e-01|            1.933579e-02|      2.834697e-08|            3.950385e-09|             0.846|               0.814|      476.000|Castor C-STAT      |  2.390134e-02|          6.707381e-03|          6.707381e-03|   4.292190e+02|           1.969146e+02|           1.969146e+02|  -8.621436e-01|           3.662552e-01|           3.662552e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     6.852386e+00|           1.099482e+00|     4.365336e-01|           7.004286e-02|     1.454360e-06|           3.668206e-07|     9.265050e-08|           2.336843e-08|      3.054662e+00|            5.345039e-01|      1.945982e-01|            3.405075e-02|      4.112514e-08|            7.546335e-09|             0.853|               0.794|      475.000|Castor C-STAT      |  2.341649e-02|          9.221123e-03|          9.221123e-03|   4.579218e+02|           3.087537e+02|           3.087537e+02|  -8.678680e-01|           3.593113e-01|           3.593113e-01| -1.892188e+01|          1.786106e+09|          1.786106e+09|     6.890796e+00|           1.096898e+00|     4.389804e-01|           6.987826e-02|     1.507754e-06|           3.748802e-07|     9.605199e-08|           2.388187e-08|      3.061568e+00|            5.358885e-01|      1.950382e-01|            3.413895e-02|      4.141148e-08|            7.631493e-09|             0.848|               0.796|      474.000|Castor C-STAT      |  1.606981e-02|          2.430296e-03|          2.430296e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.125564e+00|           2.099437e-01|           2.099437e-01|   1.433500e+03|           1.835501e+04|           1.835501e+04|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -1.264300e+01|           3.767480e+02|           3.767480e+02|     7.075475e+00|           1.175815e+00|     4.507455e-01|           7.490568e-02|     1.687570e-06|           5.552386e-07|     1.075072e-07|           3.537166e-08|      2.789093e+00|            4.830318e-01|      1.776801e-01|            3.077170e-02|      3.833191e-08|            7.491118e-09|             0.841|               0.798|      474.000|Castor C-STAT      |  1.031303e-02|          6.444976e-04|          6.444976e-04|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.279289e+00|           3.211212e-02|           3.211212e-02|     5.073717e+00|           3.946931e-01|     2.262982e+00|           1.760413e-01|     1.158926e-06|           7.030144e-08|     5.169047e-07|           3.135589e-08|      1.759081e+00|            1.149250e-01|      7.845862e-01|            5.125891e-02|      1.634444e-07|            1.012548e-08|             1.118|               1.152|      476.000|Castor C-STAT      |  1.205565e-02|          1.088271e-03|          1.088271e-03|   1.482592e+03|           3.946262e+02|           3.946262e+02|  -7.116630e-01|           1.146801e-01|           1.146801e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     4.708035e+00|           3.408872e-01|     2.099880e+00|           1.520427e-01|     1.824959e-06|           1.299547e-07|     8.139694e-07|           5.796246e-08|      2.032773e+00|            1.548094e-01|      9.066585e-01|            6.904817e-02|      2.114830e-07|            1.583694e-08|             0.999|               1.031|      475.000|Castor C-STAT      |     4.700781e+00|           3.418896e-01|     2.096645e+00|           1.524898e-01|     1.821900e-06|           1.301986e-07|     8.126052e-07|           5.807126e-08|      2.035932e+00|            1.601598e-01|      9.080676e-01|            7.143456e-02|      2.119418e-07|            1.682713e-08|             0.997|               1.033|      474.000|Castor C-STAT      |  1.068475e-02|          8.939840e-04|          8.939840e-04|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -8.207222e-01|           9.945113e-02|           9.945113e-02|   1.067007e+03|           4.791774e+02|           4.791774e+02|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -3.052699e+00|           2.070658e+01|           2.070658e+01|     4.809263e+00|           3.506595e-01|     2.145030e+00|           1.564013e-01|     1.889849e-06|           1.458575e-07|     8.429115e-07|           6.505546e-08|      1.983240e+00|            1.576312e-01|      8.845658e-01|            7.030676e-02|      2.065911e-07|            1.712309e-08|             0.993|               1.032|      474.000|Castor C-STAT      |       1|       3|2018-06-05 17:21:14.00|
|GRB080802386|10 17 12.0|+40 42 00|2008-08-02 09:15:10.527|   0.576|    0.091|   -0.064|3.9772e-07|   6.8520e-09|   2.9470|         0.1740|        -0.384| 10.4115|       1.1162|  2.774608e-02|          3.215522e-03|          3.215522e-03|   6.343673e+02|           1.355721e+02|           1.355721e+02|  -7.442935e-01|           1.559817e-01|           1.559817e-01| -9.977344e+00|          9.830268e+03|          9.830268e+03|             -0.128|             0.448|pflx_comp              |                   0.989|flnc_comp              |                   0.947|bn080802386 |179.6641| 55.5844|      4.1000|              50.00|              300.00|                 -0.490|                -0.140|                   0.560|                  1.090|   0.448|    0.091|    0.000|00001100000000    |  10.00| 1000.00|   2.5361e-07|         3.4556e-09|       0.000|  7.0562|        0.3508|        0.320|         1.3841|               0.2218|              -0.384|       6.3299|             1.1162|             0.000|        3.4827|              0.4955|              0.320|               0.064|                0.256|                 1.024|00001100000010    |              0.000|             0.064|  2.101885e-02|          2.700402e-03|          2.700402e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.417944e+00|           8.099973e-02|           8.099973e-02|     1.123519e+01|           1.728914e+00|     7.155063e-01|           1.101048e-01|     2.055835e-06|           3.050694e-07|     1.309246e-07|           1.942815e-08|      3.531313e+00|            4.638834e-01|      2.248895e-01|            2.954213e-02|      4.511353e-08|            5.965541e-09|             1.061|               0.998|      357.000|Castor C-STAT      |  5.600843e-02|          1.530316e-02|          1.530316e-02|   3.437138e+02|           8.184171e+01|           8.184171e+01|  -3.828296e-01|           3.243993e-01|           3.243993e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     1.074659e+01|           1.522778e+00|     6.843900e-01|           9.697718e-02|     2.625894e-06|           5.495357e-07|     1.672284e-07|           3.499684e-08|      5.902014e+00|            9.026063e-01|      3.758661e-01|            5.748193e-02|      8.323364e-08|            1.315728e-08|             0.989|               0.945|      356.000|Castor C-STAT      |  5.493078e-02|          1.429809e-02|          1.429809e-02|   3.516845e+02|           8.964621e+01|           8.964621e+01|  -3.962392e-01|           3.113557e-01|           3.113557e-01| -1.096106e+01|          4.317241e+04|          4.317241e+04|     1.078963e+01|           1.527171e+00|     6.871307e-01|           9.725695e-02|     2.666293e-06|           5.603508e-07|     1.698012e-07|           3.568559e-08|      5.889513e+00|            9.014544e-01|      3.750700e-01|            5.740856e-02|      8.319030e-08|            1.317315e-08|             0.990|               0.948|      355.000|Castor C-STAT      |  3.098639e-02|          5.118790e-03|          5.118790e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -8.082765e-01|           1.881936e-01|           1.881936e-01|   1.043075e+03|           5.990009e+03|           5.990009e+03|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -2.391023e+01|           3.482298e+02|           3.482298e+02|     1.112380e+01|           1.560697e+00|     7.084125e-01|           9.939203e-02|     2.660309e-06|           5.956047e-07|     1.694201e-07|           3.793072e-08|      5.586539e+00|            8.782890e-01|      3.557753e-01|            5.593329e-02|      8.138401e-08|            1.376890e-08|             0.989|               0.948|      355.000|Castor C-STAT      |  1.673016e-02|          1.185011e-03|          1.185011e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -1.373226e+00|           3.376317e-02|           3.376317e-02|     8.681723e+00|           7.116109e-01|     2.765108e+00|           2.266463e-01|     1.707374e-06|           1.268394e-07|     5.437946e-07|           4.039805e-08|      2.823245e+00|            1.992594e-01|      8.991967e-01|            6.346364e-02|      1.825096e-07|            1.270543e-08|             1.005|               1.145|      357.000|Castor C-STAT      |  2.797756e-02|          3.440708e-03|          3.440708e-03|   6.223890e+02|           1.227542e+02|           1.227542e+02|  -7.368949e-01|           1.363111e-01|           1.363111e-01|   1.000000e+02|           0.000000e+00|           0.000000e+00|     8.579975e+00|           6.429707e-01|     2.732701e+00|           2.047846e-01|     2.429487e-06|           2.308805e-07|     7.737857e-07|           7.353487e-08|      3.976288e+00|            3.450199e-01|      1.266438e+00|            1.098880e-01|      2.816800e-07|            2.579203e-08|             0.947|               1.039|      356.000|Castor C-STAT      |     8.589748e+00|           6.431478e-01|     2.735814e+00|           2.048410e-01|     2.439091e-06|           2.307196e-07|     7.768444e-07|           7.348363e-08|      3.964925e+00|            3.441328e-01|      1.262819e+00|            1.096054e-01|      2.808446e-07|            2.572130e-08|             0.949|               1.041|      355.000|Castor C-STAT      |  2.110708e-02|          1.759305e-03|          1.759305e-03|   1.000000e+02|           0.000000e+00|           0.000000e+00|  -9.408492e-01|           1.039725e-01|           1.039725e-01|   1.358608e+03|           3.951879e+03|           3.951879e+03|   3.000000e-01|           0.000000e+00|           0.000000e+00|  -1.362262e+01|           9.273162e+01|           9.273162e+01|     8.809691e+00|           6.714187e-01|     2.805865e+00|           2.138452e-01|     2.561597e-06|           2.872782e-07|     8.158625e-07|           9.149741e-08|      3.787501e+00|            3.218097e-01|      1.206310e+00|            1.024956e-01|      2.719504e-07|            2.535504e-08|             0.947|               1.038|      355.000|Castor C-STAT      |       1|       3|2018-06-05 17:23:02.00|
